time (seconds),"0: ""latitude (degrees)""","1: ""longitude (degrees)""","2: ""gps.speed (kts)""","3: ""gps.course (degrees)""","4: ""gps.numSats ()""","5: ""gps.hdop (m)""","6: ""gps.heading (faked) (degrees)""","7: ""bms.ssr.state ()""","8: ""bms.soc (%)""","9: ""bms.battery.voltage (V)""","10: ""bms.load.voltage (V)""","11: ""bms.current (A)""","12: ""battery.temp.avg (C)""","13: ""battery.temp.high (C)""","14: ""bms.temp.avg (C)""","15: ""bms.temp.high (C)""","16: ""bms.humidity (%)""","17: ""bms.watchdog (s)""","18: ""bms.derate (%)""","19: ""tx.batt.v (V)""","20: ""rx.map.in (pct)""","21: ""rx.command_duty ()""","22: ""rx.status ()""","23: ""rx.msg_num ()""","24: ""rx.delay (ms)""","25: ""rx.rssi ()""","26: ""esc.battery.voltage (Volts)""","27: ""esc.battery.current (Amps)""","28: ""esc.power (Watt)""","29: ""esc.fet.temp (C)""","30: ""esc.erpm (erpm)""","31: ""esc.rpm (rpm)""","32: ""esc.fault ()""","33: ""esc.motor.current (A)""","34: ""esc.motor.temp (C)""","35: ""mech.torque (Nm)""","36: ""mech.power (W)""","37: ""efficiency (%)""","38: ""esc.motor.serial ()""","39: ""esc.motor.serial ()""","40: ""can.errors ()""","41: ""board.water ()""","42: ""pod.depth ()""","43: ""imu.accel.x (g)""","44: ""imu.accel.y (g)""","45: ""imu.accel.z (g)""","46: ""imu.gyro.x (deg/s)""","47: ""imu.gyro.y (deg/s)""","48: ""imu.gyro.z (deg/s)""","49: ""twd (deg)"""
150.7,59.2049217,18.1776257,3.9,270,7,-1,270,63,0.99,48.392,48.38,36.476,22.42000008,22.42000008,20.31999969,22.36000061,37.31000137,-1,100,4,197,0.463531,3,-65,14,-1,48.04,31.8,1765.165812,20,0,1754,-32765,37.4,24,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
150.8,59.2049217,18.1776257,3.9,270,7,-1,270,63,0.99,48.392,48.38,36.476,22.42000008,22.42000008,20.31999969,22.36000061,37.31000137,-1,100,4,197,0.463531,3,-60,29,-1,48.01,31.7,1765.165812,21,0,1721,-32765,37.1,25,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
150.9,59.2049217,18.1776257,3.9,270,7,-1,270,63,0.99,48.392,48.36,36.476,22.42000008,22.42000008,20.31999969,22.36000061,37.31000137,-1,100,4,197,0.463531,3,-56,9,-1,48,31.3,1765.165812,21,0,1758,-32765,36.6,25,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
151,59.2049255,18.177618,3.9,299.48,7,-1,299.5,63,0.99,48.392,48.36,36.476,22.42000008,22.42000008,20.31999969,22.36000061,37.31000137,-1,100,4,197,0.463531,3,-52,27,-1,48.05,31.5,1765.165812,21,0,1801,-32765,36.8,25,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
151.1,59.2049294,18.1776142,3.9,318.51,7,-1,318.5,63,0.99,48.392,48.36,36.476,22.42000008,22.42000008,20.31999969,22.36000061,37.31000137,-1,100,4,197,0.463531,3,-48,13,-1,48.04,31.8,1765.165812,21,0,1818,-32765,37.5,25,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
151.2,59.2049294,18.1776142,3.9,318.51,7,-1,318.5,63,0.99,48.344,48.36,36.207,22.43000031,22.43000031,20.32999992,22.39999962,37.27999878,-1,100,4,197,0.463531,3,-43,9,-1,48.07,32.6,1750.410671,21,0,1816,-32765,39.1,25,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
151.3,59.2049294,18.1776066,3.9,270,7,-1,270,63,0.99,48.344,48.35,36.207,22.43000031,22.43000031,20.32999992,22.39999962,37.27999878,-1,100,4,197,0.463531,3,-39,0,-1,48.06,32.6,1750.410671,21,0,1791,-32765,39.2,25,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
151.4,59.2049294,18.1776066,3.9,270,7,-1,270,63,0.99,48.344,48.35,36.207,22.43000031,22.43000031,20.32999992,22.39999962,37.27999878,-1,100,4,197,0.463531,3,-35,17,-1,48.01,31.9,1750.410671,21,0,1751,-32765,37.7,25,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
151.5,59.2049332,18.1776009,3.9,307.01,7,-1,307,63,0.99,48.344,48.34,36.207,22.43000031,22.43000031,20.32999992,22.39999962,37.27999878,-1,100,4,197,0.463531,3,-31,4,-1,48.01,31.8,1750.410671,21,0,1749,-32765,37.7,25,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
151.6,59.2049332,18.1776009,3.9,307.01,7,-1,307,63,0.99,48.344,48.34,36.207,22.43000031,22.43000031,20.32999992,22.39999962,37.27999878,-1,100,4,197,0.463531,3,-27,42,-1,47.98,32,1750.410671,21,0,1722,-32765,37.8,25,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
151.7,59.2049332,18.1775951,3.9,270,7,-1,270,63,0.99,48.328,48.34,36.423,22.43000031,22.43000031,20.32999992,22.42000008,37.27999878,-1,100,4,197,0.463531,3,-22,5,-1,47.99,31.1,1760.231371,21,0,1758,-32765,35.9,25,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
151.8,59.2049332,18.1775951,3.9,270,7,-1,270,63,0.99,48.328,48.34,36.423,22.43000031,22.43000031,20.32999992,22.42000008,37.27999878,-1,100,4,197,0.463531,3,-18,21,-1,48,31.7,1760.231371,23,0,1786,-32765,37.4,26,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
151.9,59.2049332,18.1775951,3.9,270,7,-1,270,63,0.99,48.328,48.34,36.423,22.43000031,22.43000031,20.32999992,22.42000008,37.27999878,-1,100,4,196,0.463531,3,-14,12,-1,48.01,32.3,1760.231371,23,0,1806,-32765,38.6,26,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
152,59.204937,18.1775875,3.9,299.48,8,-1,299.5,63,0.99,48.328,48.34,36.423,22.43000031,22.43000031,20.32999992,22.42000008,37.27999878,-1,100,4,196,0.461182,3,-10,27,-1,48.03,32.1,1760.231371,23,0,1787,-32765,38.2,26,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
152.1,59.204937,18.1775799,3.9,270,8,-1,270,63,0.99,48.328,48.34,36.423,22.43000031,22.43000031,20.32999992,22.42000008,37.27999878,-1,100,4,197,0.463531,3,-6,13,-1,48.02,32,1760.231371,23,0,1771,-32765,38,26,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
152.2,59.204937,18.1775799,3.9,270,8,-1,270,63,0.99,48.324,48.34,36.476,22.43000031,22.43000031,20.31999969,22.37999916,37.27999878,-1,100,4,197,0.463531,3,-2,8,-1,48,32.9,1762.685527,23,0,1777,-32765,39.9,26,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
152.3,59.2049408,18.1775703,3.9,294.33,8,-1,294.3,63,0.99,48.324,48.33,36.476,22.43000031,22.43000031,20.31999969,22.37999916,37.27999878,-1,100,4,197,0.463531,3,2,2,-1,47.99,33.5,1762.685527,23,0,1745,-32765,40.9,26,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
152.4,59.2049408,18.1775703,3.9,294.33,8,-1,294.3,63,0.99,48.324,48.33,36.476,22.43000031,22.43000031,20.31999969,22.37999916,37.27999878,-1,100,4,196,0.461182,3,6,18,-1,47.98,32.2,1762.685527,23,0,1729,-32765,38.7,26,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
152.5,59.2049446,18.1775627,3.9,299.48,8,-1,299.5,63,0.99,48.324,48.31,36.476,22.43000031,22.43000031,20.31999969,22.37999916,37.27999878,-1,100,4,197,0.463531,3,10,6,-1,47.98,32.4,1762.685527,23,0,1743,-32765,38.7,26,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
152.6,59.2049446,18.1775627,3.9,299.48,8,-1,299.5,63,0.99,48.324,48.31,36.476,22.43000031,22.43000031,20.31999969,22.37999916,37.27999878,-1,100,4,196,0.461182,3,15,2,-1,47.98,31.8,1762.685527,23,0,1744,-32765,37.5,26,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
152.7,59.2049446,18.1775589,4,270,8,-1,270,63,0.99,48.292,48.3,37.23,22.43000031,22.43000031,20.34000015,22.45999908,37.27999878,-1,100,4,196,0.461182,3,18,12,-1,47.99,31.2,1797.891788,23,0,1773,-32765,36.6,26,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
152.8,59.2049446,18.1775589,4,270,8,-1,270,63,0.99,48.292,48.3,37.23,22.43000031,22.43000031,20.34000015,22.45999908,37.27999878,-1,100,4,196,0.461182,3,23,6,-1,47.98,30.7,1797.891788,24,0,1777,-32765,35.4,27,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
152.9,59.2049446,18.1775589,4,270,8,-1,270,63,0.99,48.292,48.32,37.23,22.43000031,22.43000031,20.34000015,22.45999908,37.27999878,-1,100,4,196,0.461182,3,26,14,-1,47.99,31.4,1797.891788,24,0,1784,-32765,36.9,27,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
153,59.2049446,18.1775475,4,270,8,-1,270,63,0.99,48.292,48.32,37.23,22.43000031,22.43000031,20.34000015,22.45999908,37.27999878,-1,100,4,196,0.461182,3,31,9,-1,48.01,32.3,1797.891788,24,0,1787,-32765,38.5,27,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
153.1,59.2049408,18.1775436,4,221.49,8,-1,221.5,63,0.99,48.292,48.32,37.23,22.43000031,22.43000031,20.34000015,22.45999908,37.27999878,-1,100,4,196,0.461182,3,35,12,-1,48.02,31.7,1797.891788,24,0,1775,-32765,37.2,27,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
153.2,59.2049408,18.1775436,4,221.49,8,-1,221.5,63,0.99,48.308,48.32,37.014,22.43000031,22.43000031,20.31999969,22.44000053,37.25,-1,100,4,196,0.461182,3,39,8,-1,48.01,31.9,1788.091609,24,0,1772,-32765,37.8,27,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
153.3,59.2049332,18.1775436,3.8,221.49,8,-1,221.5,63,0.99,48.308,48.33,37.014,22.43000031,22.43000031,20.31999969,22.44000053,37.25,-1,100,4,196,0.461182,3,43,13,-1,48.03,32.5,1788.091609,24,0,1757,-32765,39.3,27,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
153.4,59.2049332,18.1775436,3.8,221.49,8,-1,221.5,63,0.99,48.308,48.33,37.014,22.43000031,22.43000031,20.31999969,22.44000053,37.25,-1,100,4,196,0.461182,3,47,10,-1,47.99,31.8,1788.091609,24,0,1738,-32765,37.6,27,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
153.5,59.2049332,18.1775398,3.8,270,8,-1,270,63,0.99,48.308,48.32,37.014,22.43000031,22.43000031,20.31999969,22.44000053,37.25,-1,100,4,196,0.461182,3,50,9,-1,47.97,31.9,1788.091609,24,0,1721,-32765,37.8,27,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
153.6,59.2049332,18.1775398,3.8,270,8,-1,270,63,0.99,48.308,48.32,37.014,22.43000031,22.43000031,20.31999969,22.44000053,37.25,-1,100,4,196,0.461182,3,55,5,-1,47.97,31,1788.091609,24,0,1747,-32765,35.9,27,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
153.7,59.2049255,18.1775341,3.7,213.56,8,-1,213.6,63,0.99,48.316,48.33,35.885,22.44000053,22.44000053,20.35000038,22.47999954,37.25,-1,100,4,196,0.461182,3,58,8,-1,48.02,30.9,1733.800478,24,0,1779,-32765,35.7,27,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
153.8,59.2049255,18.1775341,3.7,213.56,8,-1,213.6,63,0.99,48.316,48.33,35.885,22.44000053,22.44000053,20.35000038,22.47999954,37.25,-1,100,4,196,0.461182,3,63,7,-1,48.02,31,1733.800478,25,0,1800,-32765,36.1,29,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
153.9,59.2049255,18.1775341,3.7,213.56,8,-1,213.6,63,0.99,48.316,48.33,35.885,22.44000053,22.44000053,20.35000038,22.47999954,37.25,-1,100,4,196,0.461182,3,66,8,-1,48.03,31.7,1733.800478,25,0,1792,-32765,37.6,29,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
154,59.2049217,18.1775303,3.7,221.49,7,-1,221.5,63,0.99,48.316,48.33,35.885,22.44000053,22.44000053,20.35000038,22.47999954,37.25,-1,100,4,196,0.461182,3,71,4,-1,48.05,32.1,1733.800478,25,0,1806,-32765,38.1,29,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
154.1,59.2049217,18.1775303,3.7,221.49,7,-1,221.5,63,0.99,48.316,48.32,35.885,22.44000053,22.44000053,20.35000038,22.47999954,37.25,-1,100,4,196,0.461182,3,74,7,-1,48.05,31.7,1733.800478,25,0,1775,-32765,37.6,29,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
154.2,59.2049217,18.1775303,3.7,221.49,7,-1,221.5,63,0.99,48.312,48.32,35.938,22.44000053,22.44000053,20.37000084,22.5,37.25,-1,100,4,197,0.463531,3,78,22,-1,48.01,31.6,1736.256004,25,0,1760,-32765,37.2,29,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
154.3,59.2049217,18.1775188,3.7,270,7,-1,270,63,0.99,48.312,48.32,35.938,22.44000053,22.44000053,20.37000084,22.5,37.25,-1,100,4,197,0.463531,3,82,5,-1,48,32.5,1736.256004,25,0,1757,-32765,38.8,29,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
154.4,59.2049217,18.1775188,3.7,270,7,-1,270,63,0.99,48.312,48.32,35.938,22.44000053,22.44000053,20.37000084,22.5,37.25,-1,100,4,197,0.463531,3,87,2,-1,47.99,32.4,1736.256004,25,0,1779,-32765,38.9,29,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
154.5,59.2049141,18.1775131,3.7,213.56,7,-1,213.6,63,0.99,48.312,48.3,35.938,22.44000053,22.44000053,20.37000084,22.5,37.25,-1,100,4,197,0.463531,3,90,4,-1,47.94,31.7,1736.256004,25,0,1755,-32765,37.1,29,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
154.6,59.2049141,18.1775131,3.7,213.56,7,-1,213.6,63,0.99,48.312,48.3,35.938,22.44000053,22.44000053,20.37000084,22.5,37.25,-1,100,4,197,0.463531,3,95,2,-1,47.98,32.2,1736.256004,25,0,1785,-32765,38.1,29,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
154.7,59.2049103,18.1775074,3.7,232.99,7,-1,233,63,0.99,48.288,48.3,36.638,22.44000053,22.44000053,20.37999916,22.54999924,37.25,-1,100,4,197,0.463531,3,98,12,-1,47.98,32.3,1769.165939,25,0,1803,-32765,38.3,29,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
154.8,59.2049103,18.1775074,3.7,232.99,7,-1,233,63,0.99,48.288,48.3,36.638,22.44000053,22.44000053,20.37999916,22.54999924,37.25,-1,100,4,199,0.468262,3,103,9,-1,47.98,34,1769.165939,26,0,1788,-32765,41.6,30,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
154.9,59.2049103,18.1775074,3.7,232.99,7,-1,233,63,0.99,48.288,48.27,36.638,22.44000053,22.44000053,20.37999916,22.54999924,37.25,-1,100,4,206,0.49649,3,106,19,-1,47.92,37.1,1769.165939,26,0,1794,-32765,46.6,30,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
155,59.2049065,18.1774998,3.7,240.52,7,-1,240.5,63,0.99,48.288,48.27,36.638,22.44000053,22.44000053,20.37999916,22.54999924,37.25,-1,100,4,217,0.51059,3,111,15,-1,47.63,43.9,1769.165939,26,0,1824,-32765,56.3,30,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
155.1,59.2049065,18.177494,3.7,270,7,-1,270,63,0.99,48.288,48.19,36.638,22.44000053,22.44000053,20.37999916,22.54999924,37.25,-1,100,4,217,0.51059,3,115,5,-1,47.57,43.5,1769.165939,26,0,1878,-32765,55.6,30,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
155.2,59.2049065,18.177494,3.7,270,7,-1,270,63,0.99,48.016,48.19,48.42,22.44000053,22.44000053,20.38999939,22.61000061,37.24000168,-1,100,4,217,0.51059,3,120,2,-1,47.68,43.8,2324.934576,26,0,1913,-32765,55.9,30,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
155.3,59.2049026,18.1774845,3.8,245.67,7,-1,245.7,63,0.99,48.016,48.02,48.42,22.44000053,22.44000053,20.38999939,22.61000061,37.24000168,-1,100,4,217,0.51059,3,123,9,-1,47.62,43.6,2324.934576,26,0,1865,-32765,55.5,30,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
155.4,59.2049026,18.1774845,3.8,245.67,7,-1,245.7,63,0.99,48.016,48.02,48.42,22.44000053,22.44000053,20.38999939,22.61000061,37.24000168,-1,100,4,216,0.50824,3,-128,6,-1,47.55,42.9,2324.934576,26,0,1867,-32765,54.7,30,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
155.5,59.2049026,18.1774788,3.8,270,7,-1,270,63,0.99,48.016,48.01,48.42,22.44000053,22.44000053,20.38999939,22.61000061,37.24000168,-1,100,4,216,0.50824,3,-125,45,-1,47.69,43.6,2324.934576,26,0,1920,-32765,56.1,30,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
155.6,59.2049026,18.1774788,3.8,270,7,-1,270,63,0.99,48.016,48.01,48.42,22.44000053,22.44000053,20.38999939,22.61000061,37.24000168,-1,100,4,216,0.50824,3,-120,13,-1,47.63,43.7,2324.934576,26,0,1865,-32765,56.4,30,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
155.7,59.2049026,18.1774788,3.8,270,7,-1,270,63,0.99,48.008,48.01,47.936,22.45000076,22.45000076,20.39999962,22.64999962,37.24000168,-1,100,4,216,0.50824,3,-117,31,-1,47.63,44,2301.301794,26,0,1902,-32765,56.7,30,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
155.8,59.2049026,18.1774712,3.7,270,7,-1,270,63,0.99,48.008,48.01,47.936,22.45000076,22.45000076,20.39999962,22.64999962,37.24000168,-1,100,4,216,0.50824,3,-112,18,-1,47.66,44.2,2301.301794,27,0,1919,-32765,57.2,31,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
155.9,59.2049026,18.1774712,3.7,270,7,-1,270,63,0.99,48.008,48.01,47.936,22.45000076,22.45000076,20.39999962,22.64999962,37.24000168,-1,100,4,214,0.50354,3,-108,19,-1,47.65,43.4,2301.301794,27,0,1859,-32765,56.1,31,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
156,59.2048988,18.1774654,3.6,232.99,7,-1,233,63,0.99,48.008,48.01,47.936,22.45000076,22.45000076,20.39999962,22.64999962,37.24000168,-1,100,4,0,0,3,-103,16,-1,48.95,13.9,2301.301794,27,0,906,-32765,0,31,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
156.1,59.2048988,18.1774597,3.5,270,7,-1,270,63,0.99,48.008,48.91,47.936,22.45000076,22.45000076,20.39999962,22.64999962,37.24000168,-1,100,4,0,0,3,-99,6,-1,49.04,14.1,2301.301794,27,0,285,-32765,0,31,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
156.2,59.2048988,18.1774597,3.5,270,7,-1,270,63,0.99,49.056,48.91,-0.054,22.45000076,22.45000076,20.39999962,22.62999916,37.24000168,-1,100,4,0,0,3,-95,5,-1,49.05,13.7,2.639212872,27,0,56,-32765,0,31,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
156.3,59.2048988,18.177454,3.5,270,7,-1,270,63,0.99,49.056,49.12,-0.054,22.45000076,22.45000076,20.39999962,22.62999916,37.24000168,-1,100,4,0,0,3,-92,43,-1,49.06,13.4,2.639212872,27,0,0,-32765,0,31,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
156.4,59.2048988,18.177454,3.5,270,7,-1,270,63,0.99,49.056,49.12,-0.054,22.45000076,22.45000076,20.39999962,22.62999916,37.24000168,-1,100,4,0,0,3,-87,11,-1,49.08,13.8,2.639212872,27,0,2,-32765,0,31,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
156.5,59.2048988,18.1774464,3.5,270,7,-1,270,63,0.99,49.056,49.15,-0.054,22.45000076,22.45000076,20.39999962,22.62999916,37.24000168,-1,100,4,0,0,3,-83,31,-1,49.09,14.3,2.639212872,27,0,-2,-32765,0,31,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
156.6,59.2048988,18.1774464,3.5,270,7,-1,270,63,0.99,49.056,49.15,-0.054,22.45000076,22.45000076,20.39999962,22.62999916,37.24000168,-1,100,4,0,0,3,-79,18,-1,49.09,13.6,2.639212872,27,0,0,-32765,0,31,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
156.7,59.2048988,18.1774406,3.2,270,7,-1,270,63,0.99,49.116,49.16,-0.054,22.45000076,22.45000076,20.43000031,22.67000008,37.24000168,-1,100,4,0,0,3,-74,16,-1,49.09,13.8,2.642440946,27,0,0,-32765,0,31,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
156.8,59.2048988,18.1774406,3.2,270,7,-1,270,63,0.99,49.116,49.16,-0.054,22.45000076,22.45000076,20.43000031,22.67000008,37.24000168,-1,100,4,0,0,3,-70,2,-1,49.1,13.9,2.642440946,27,0,0,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
156.9,59.2048988,18.1774406,3.2,270,7,-1,270,63,0.99,49.116,49.17,-0.054,22.45000076,22.45000076,20.43000031,22.67000008,37.24000168,-1,100,4,0,0,3,-65,0,-1,49.1,13.8,2.642440946,27,0,0,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
157,59.2048988,18.1774349,3.2,270,7,-1,270,63,0.99,49.116,49.17,-0.054,22.45000076,22.45000076,20.43000031,22.67000008,37.24000168,-1,100,4,0,0,3,-62,8,-1,49.1,13.7,2.642440946,27,0,0,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
157.1,59.2048988,18.1774292,2.9,270,7,-1,270,63,0.99,49.116,49.17,-0.054,22.45000076,22.45000076,20.43000031,22.67000008,37.24000168,-1,100,4,0,0,3,-57,6,-1,49.11,14,2.642440946,27,0,0,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
157.2,59.2048988,18.1774292,2.9,270,7,-1,270,63,0.99,49.136,49.17,-0.108,22.45000076,22.45000076,20.42000008,22.61000061,37.16999817,-1,100,4,0,0,3,-53,15,-1,49.11,14.2,5.287033942,27,0,1,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
157.3,59.2048988,18.1774254,2.8,270,7,-1,270,63,0.99,49.136,49.18,-0.108,22.45000076,22.45000076,20.42000008,22.61000061,37.16999817,-1,100,4,0,0,3,-48,14,-1,49.11,14,5.287033942,27,0,2,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
157.4,59.2048988,18.1774254,2.8,270,7,-1,270,63,0.99,49.136,49.18,-0.108,22.45000076,22.45000076,20.42000008,22.61000061,37.16999817,-1,100,4,0,0,3,-44,1,-1,49.11,13.9,5.287033942,27,0,0,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
157.5,59.2048988,18.1774197,2.5,270,7,-1,270,63,0.99,49.136,49.18,-0.108,22.45000076,22.45000076,20.42000008,22.61000061,37.16999817,-1,100,4,0,0,3,-40,20,-1,49.12,13.9,5.287033942,27,0,0,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
157.6,59.2048988,18.1774197,2.5,270,7,-1,270,63,0.99,49.136,49.18,-0.108,22.45000076,22.45000076,20.42000008,22.61000061,37.16999817,-1,100,4,0,0,3,-37,9,-1,49.12,14,5.287033942,27,0,0,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
157.7,59.2048988,18.1774158,2.5,270,7,-1,270,63,0.99,49.148,49.19,-0.108,22.45000076,22.45000076,20.39999962,22.5,37.16999817,-1,100,4,0,0,3,-32,8,-1,49.12,13.6,5.288324843,27,0,1,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
157.8,59.2048988,18.1774158,2.5,270,7,-1,270,63,0.99,49.148,49.19,-0.108,22.45000076,22.45000076,20.39999962,22.5,37.16999817,-1,100,4,0,0,3,-29,15,-1,49.13,14,5.288324843,24,0,1,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
157.9,59.2048988,18.1774158,2.5,270,7,-1,270,63,0.99,49.148,49.19,-0.108,22.45000076,22.45000076,20.39999962,22.5,37.16999817,-1,100,4,0,0,3,-24,13,-1,49.13,13.6,5.288324843,24,0,0,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
158,59.2048988,18.1774139,2.4,270,7,-1,270,63,0.99,49.148,49.19,-0.108,22.45000076,22.45000076,20.39999962,22.5,37.16999817,-1,100,4,0,0,3,-20,5,-1,49.12,13.9,5.288324843,24,0,-2,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
158.1,59.2048988,18.1774139,2.4,270,7,-1,270,63,0.99,49.148,49.2,-0.108,22.45000076,22.45000076,20.39999962,22.5,37.16999817,-1,100,4,0,0,3,-15,4,-1,49.13,13.8,5.288324843,24,0,0,-32765,0,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
158.2,59.2048988,18.1774139,2.4,270,7,-1,270,63,0.99,49.16,49.2,-0.108,22.45000076,22.45000076,20.39999962,22.47999954,37.13999939,-1,100,4,15,0.024628,3,-12,13,-1,49.13,13.8,5.289616155,24,0,0,-32765,0.2,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
158.3,59.204895,18.1774063,2.3,240.52,7,-1,240.5,63,0.99,49.16,49.2,-0.108,22.45000076,22.45000076,20.39999962,22.47999954,37.13999939,-1,100,4,102,0.085205,3,-7,12,-1,49.13,14.3,5.289616155,24,0,109,-32765,5.2,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
158.4,59.204895,18.1774063,2.3,240.52,7,-1,240.5,63,0.99,49.16,49.2,-0.108,22.45000076,22.45000076,20.39999962,22.47999954,37.13999939,-1,100,4,105,0.144623,3,-4,20,-1,49.11,14.4,5.289616155,24,0,411,-32765,4.8,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
158.5,59.204895,18.1774044,2.3,270,7,-1,270,63,0.99,49.16,49.19,-0.108,22.45000076,22.45000076,20.39999962,22.47999954,37.13999939,-1,100,4,104,0.20462,3,1,16,-1,49.07,16.1,5.289616155,24,0,690,-32765,11.7,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
158.6,59.204895,18.1774044,2.3,270,7,-1,270,63,0.99,49.16,49.19,-0.108,22.45000076,22.45000076,20.39999962,22.47999954,37.13999939,-1,100,4,104,0.24472,3,5,7,-1,48.98,18.5,5.289616155,24,0,935,-32765,19.5,32,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
